//airport.gat,125,14,0,warp,ein041,1,1,airport.gat,19,20
//airport,161,13,0	warp	ein_ap04	1,1,airport,47,21

//Alberta City
prt_sewb3,20,185,0	warp	prts05	3,2,prt_sewb4,100,92
prt_sewb4,100,96,0	warp	prts05-1	3,2,prt_sewb3,19,180

ra_san02,213,280,0	warp	sanctuary02	1,1,ra_san01,140,19
ra_san03,123,283,0	warp	sanctuary03	1,1,ra_san01,140,19
ra_san04,119,104,0	warp	sanctuary04	1,1,ra_san01,140,19
ra_san03,279,21,0	warp	sanctuary05	1,1,ra_san05,282,149
ra_san03,85,15,0	warp	sanctuary06	1,1,ra_san04,203,216
ra_san04,203,221,0	warp	sanctuary07	1,1,ra_san03,85,20
ra_san04,120,48,0	warp	sanctuary08	1,1,ra_san05,150,282
ra_san05,150,7,0	warp	sanctuary09	1,1,ra_temple,119,153
ra_san02,289,149,0	warp	sanctuary10	1,1,ra_san03,10,149
ra_san03,5,149,0	warp	sanctuary11	1,1,ra_san02,284,149
ra_san02,213,4,0	warp	sanctuary12	1,1,ra_san04,35,216
ra_san04,35,221,0	warp	sanctuary13	1,1,ra_san02,213,9
ra_san02,30,21,0	warp	sanctuary14	1,1,ra_san05,14,149

//Additional Dungeon warp. (Exit)
ra_san01,139,139,0	warp	sanctuary15	1,1,ra_temin,27,314

// Thanatos Scene (tha_scene01)
tha_scene01,144,198,0	warp	WarpThana0a	1,1,tha_t01,149,38
tha_t01,149,33,0	warp	WarpThana0b	1,1,hu_fild01,140,158

// Thanatos Tower Level 1 (tha_t01)
tha_t01,150,150,0	warp	WarpThana1a	1,1,tha_t02,149,130
tha_t02,149,125,0	warp	WarpThana1b	1,1,tha_t01,150,145

// Thanatos Tower Level 2 (tha_t02)
tha_t03,217,165,0	warp	WarpThana2a	1,1,tha_t02,227,157

// Thanatos Tower Level 3 (tha_t03)
tha_t03,59,140,0	warp	WarpThana3a	1,1,tha_t04,60,142
tha_t04,60,137,0	warp	WarpThana3b	1,1,tha_t03,59,135

// Thanatos Tower Level 4 (tha_t04)
tha_t04,81,36,0	warp	WarpThana4a	1,1,tha_t05,62,8

// Thanatos Tower Level 5 (tha_t05)
tha_t05,62,157,0	warp	WarpThana5a	1,1,tha_t05,213,97
tha_t05,208,97,0	warp	WarpThana5b	1,1,tha_t05,62,162
tha_t05,185,235,0	warp	WarpThana5c	1,1,tha_t06,206,11
thana_step,174,288,0	warp	WarpThana6b	1,1,tha_t08,28,43
thana_step,173,372,0	warp	WarpThana6c	1,1,tha_t07,30,166
tha_t07,114,166,0	warp	WarpThana6d	1,1,thana_step,69,287

// Thanatos Tower Level 8 (tha_t08)
tha_t08,114,43,0	warp	WarpThana8a	1,1,thana_step,30,223
thana_step,32,166,0	warp	WarpThana8b	1,1,tha_t09,20,96

// Thanatos Tower Level 9 (tha_t09)
tha_t09,92,146,0	warp	WarpThana9b	1,1,thana_step,180,223

// Thanatos Tower Level 10 (tha_t10)
thana_step,182,166,0	warp	WarpThana10a	1,1,tha_t10,155,100
tha_t10,170,138,0	warp	WarpThana10b	1,1,thana_step,14,73

// Thanatos Tower Level 11 (tha_t11)
thana_step,15,15,0	warp	WarpThana11a	1,1,tha_t11,50,17
tha_t11,92,36,0	warp	WarpThana11b	1,1,thana_step,180,73

// Thanatos Tower Level 12 (tha_t12)
thana_step,181,15,0	warp	WarpThana12a	1,1,tha_t12,115,16

ve_fild03,168,240,0	warp	thor_v1-1	1,1,thor_v01,21,229
thor_v01,21,224,0	warp	thor_v1-2	1,1,ve_fild03,168,235
thor_v01,201,37,0	warp	thor_v2-1	1,1,thor_v02,78,203
thor_v02,192,60,0	warp	thor_v2-2	1,1,thor_v03,35,262
thor_v02,73,203,0	warp	thor_v3-1	1,1,thor_v01,196,37
thor_v03,30,262,0	warp	thor_v3-2	1,1,thor_v02,187,58

//Treasure Island Warp's
treasure01,112,164,0	warp	tre01	1,4,treasure01,97,164
treasure01,125,161,0	warp	tre02	1,3,treasure01,144,161
treasure01,142,161,0	warp	tre02-1	1,3,treasure01,123,161
treasure01,164,114,0	warp	tre03	3,1,treasure01,164,88
treasure01,164,91,0	warp	tre03-1	5,1,treasure01,164,116
treasure01,99,164,0	warp	tre01-1	1,4,treasure01,114,164
treasure01,76,111,0	warp	tre10	1,3,treasure01,100,111
treasure01,38,164,0	warp	tre04-1	1,4,treasure01,25,164
treasure01,40,111,0	warp	tre05	1,3,treasure01,67,112
treasure01,62,111,0	warp	tre05-1	1,3,treasure01,38,111
treasure01,27,164,0	warp	tre04	1,4,treasure01,40,164
treasure01,69,75,0	warp	tre07	2,1,treasure01,69,106
treasure01,69,125,0	warp	tre08	4,1,treasure01,69,142
treasure01,69,140,0	warp	tre08-1	4,1,treasure01,69,123
treasure01,98,111,0	warp	tre10-1	1,3,treasure01,74,111
treasure01,69,177,0	warp	tre002	3,1,treasure02,102,27
treasure01,41,37,0	warp	tre06	1,3,treasure01,61,37
treasure01,58,37,0	warp	tre06-1	1,3,treasure01,39,37
treasure01,69,102,0	warp	tre07-1	2,1,treasure01,69,77
treasure01,79,37,0	warp	tre09	1,3,treasure01,98,37
treasure01,96,37,0	warp	tre09-1	1,3,treasure01,77,37
treasure01,69,22,0	warp	tre001	4,1,alb2trea,85,107
treasure02,102,103,0	warp	tre11	5,1,treasure02,102,120
treasure02,102,118,0	warp	tre11-1	5,1,treasure02,102,101
treasure02,155,128,0	warp	tre13-1	1,1,treasure02,155,97
treasure02,155,99,0	warp	tre13	1,1,treasure02,155,130
treasure02,49,99,0	warp	tre14-1	1,1,treasure02,49,130
treasure02,102,24,0	warp	tre003	3,1,treasure01,69,179
treasure02,123,72,0	warp	tre12	1,4,treasure02,140,72
treasure02,138,72,0	warp	tre12-1	1,4,treasure02,121,72
treasure02,49,128,0	warp	tre14	1,1,treasure02,49,97
treasure02,65,72,0	warp	tre15	1,4,treasure02,82,72
treasure02,80,72,0	warp	tre15-1	1,4,treasure02,63,72

//Turtle Island Warp's
tur_dun01,154,241,0	warp	ttl01	1,1,tur_dun02,148,264
tur_dun02,148,268,0	warp	ttl01-1	1,1,tur_dun01,154,237
tur_dun02,167,19,0	warp	ttl02	1,1,tur_dun03,132,189
tur_dun03,132,193,0	warp	ttl02-1	1,1,tur_dun02,167,23
tur_dun03,217,71,0	warp	ttl03	1,1,tur_dun04,100,192
tur_dun04,100,196,0	warp	ttl03-1	1,1,tur_dun03,215,75
tur_dun05,89,69,0	warp	ttl05	1,1,tur_dun02,148,264
tur_dun05,9,45,0	warp	ttl06	1,1,tur_dun01,154,237

umbala,106,285,0	warp	um_dun1-1	1,1,um_dun01,42,30
um_dun01,42,27,0	warp	um_dun1-2	1,1,umbala,109,284
um_dun01,149,198,0	warp	um_dun2-1	1,1,um_dun02,52,22
um_dun02,55,19,0	warp	um_dun2-2	1,1,um_dun01,152,198
um_dun02,60,89,0	warp	um_dun3-1	1,1,um_dun02,215,74
um_dun02,215,77,0	warp	um_dun3-2	1,1,um_dun02,60,92
um_dun02,64,79,0	warp	um_dun4-1	1,1,um_dun02,219,261
um_dun02,222,259,0	warp	um_dun4-2	1,1,um_dun02,67,77
um_dun02,26,244,0	warp	um_dun5-1	1,1,um_dun02,233,253
um_dun02,231,255,0	warp	um_dun5-2	1,1,um_dun02,25,241
um_dun02,103,208,0	warp	um_dun6-1	1,1,um_dun02,180,38
um_dun02,177,38,0	warp	um_dun6-2	1,1,um_dun02,100,208
um_dun02,32,249,0	warp	um_dun7-1	1,1,um_dun02,117,208
um_dun02,113,208,0	warp	um_dun7-2	1,1,um_dun02,35,252
um_dun02,215,85,0	warp	um_dun8-1	1,1,um_dun02,166,38
um_dun02,169,38,0	warp	um_dun8-2	1,1,um_dun02,215,88

xmas,143,314,0	warp	xmas_dun1-1	1,1,xmas_dun01,205,16
xmas_dun01,205,13,0	warp	xmas_dun1-2	1,1,xmas,143,311
xmas_dun01,129,130,0	warp	xmas_dun2-1	1,1,xmas_dun02,131,130
xmas_dun02,129,130,0	warp	xmas_dun2-2	1,1,xmas_dun01,132,130

amatsu,248,292,0	warp	ama_fild1-1	1,1,ama_fild01,75,33
ama_fild01,75,30,0	warp	ama_fild1-2	1,1,amatsu,248,289
ama_fild01,174,331,0	warp	ama_shrine1-1	1,1,ama_in01,175,174
ama_in01,175,171,0	warp	ama_shrine1.2	1,1,ama_fild01,174,328
ama_fild01,330,141,0	warp	ama_craftsman1-1	1,1,ama_in01,174,124
ama_in01,174,121,0	warp	ama_craftsman1.2	1,1,ama_fild01,330,138

cmd_fild01,222,24,0	warp	cmd_fild01-1	1,1,cmd_fild02,222,372
cmd_fild01,362,73,0	warp	cmd_fild01-2	1,1,cmd_fild03,27,68
cmd_fild01,362,263,0	warp	cmd_fild01-3	1,1,cmd_fild03,27,269
cmd_fild02,222,376,0	warp	cmd_fild02-1	1,1,cmd_fild01,222,30
cmd_fild02,382,269,0	warp	cmd_fild02-2	1,1,cmd_fild04,25,275
cmd_fild02,358,95,0	warp	cmd_fild02-3	1,1,cmd_fild04,35,94
cmd_fild03,23,269,0	warp	cmd_fild03-1	1,1,cmd_fild01,359,260
cmd_fild03,23,68,0	warp	cmd_fild03-2	1,1,cmd_fild01,359,76
cmd_fild03,181,17,0	warp	cmd_fild03-3	1,1,cmd_fild04,181,367
cmd_fild03,384,165,0	warp	cmd_fild03-4	1,1,cmd_fild05,26,161
cmd_fild04,21,275,0	warp	cmd_fild04-1	1,1,cmd_fild02,378,264
cmd_fild04,31,92,0	warp	cmd_fild04-2	1,1,cmd_fild02,351,92
cmd_fild04,376,287,0	warp	cmd_fild04-3	1,1,cmd_fild06,26,288
cmd_fild04,180,372,0	warp	cmd_fild04-4	1,1,cmd_fild03,183,23
cmd_fild05,21,163,0	warp	cmd_fild05-1	1,1,cmd_fild03,377,167
cmd_fild05,148,19,0	warp	cmd_fild05-2	1,1,cmd_fild06,150,374
cmd_fild06,150,380,0	warp	cmd_fild06-3	1,1,cmd_fild05,146,27
cmd_fild06,21,285,0	warp	cmd_fild06-4	1,1,cmd_fild04,371,288
cmd_fild06,151,27,0	warp	cmd_fild06-5	1,1,cmd_fild07,147,370
cmd_fild06,368,96,0	warp	cmd_fild06-6	1,1,cmd_fild08,25,102
cmd_fild06,379,174,0	warp	cmd_fild06-7	1,1,cmd_fild08,28,166
cmd_fild06,372,359,0	warp	cmd_fild06-8	1,1,cmd_fild08,31,359
cmd_fild07,149,379,0	warp	cmd_fild07-1	10,1,cmd_fild06,147,36
cmd_fild07,389,186,0	warp	cmd_fild07-2	1,3,cmd_fild09,18,170
cmd_fild08,25,355,0	warp	cmd_fild08-1	1,1,cmd_fild06,366,359
cmd_fild08,25,170,0	warp	cmd_fild08-2	1,1,cmd_fild06,374,167
cmd_fild08,15,102,0	warp	cmd_fild08-3	1,1,cmd_fild06,361,96
cmd_fild08,76,31,0	warp	cmd_fild08-4	2,1,cmd_fild09,76,375
cmd_fild08,309,48,0	warp	cmd_fild08-5	2,1,cmd_fild09,307,374
cmd_fild08,354,324,0	warp	cmd_fild08-6	1,1,moc_fild12,26,305
cmd_fild09,12,170,0	warp	cmd_fild09-1	1,4,cmd_fild07,382,184
cmd_fild09,369,164,0	warp	cmd_fild09-2	2,2,moc_fild18,55,170
cmd_fild09,309,381,0	warp	cmd_fild09-3	2,1,cmd_fild08,309,60
cmd_fild09,75,382,0	warp	cmd_fild09-4	2,1,cmd_fild08,75,42
moc_fild18,51,170,0	warp	moc_fild18-1	1,3,cmd_fild09,363,164

//Einbroch Field <-> Juno Field
yuno_fild04,251,21,0	warp	ein001	1,1,ein_fild06,252,363
ein_fild06,252,365,0	warp	ein001a	1,1,yuno_fild04,251,23
yuno_fild07,73,219,0	warp	ein002	1,1,ein_fild06,338,170
ein_fild06,340,170,0	warp	ein002a	1,1,yuno_fild07,75,219
yuno_fild07,56,76,0	warp	ein003	1,1,ein_fild06,354,94
ein_fild06,356,94,0	warp	ein003a	1,1,yuno_fild07,58,76
yuno_fild11,28,266,0	warp	ein004	1,1,ein_fild07,380,263
ein_fild07,382,263,0	warp	ein004a	1,1,yuno_fild11,30,266

//Einbroch Field
ein_fild06,135,35,0	warp	ein005	1,1,ein_fild07,147,360
ein_fild07,145,362,0	warp	ein005a	1,1,ein_fild06,135,37
ein_fild07,191,42,0	warp	ein006	1,1,ein_fild10,194,370
ein_fild10,194,372,0	warp	ein006a	1,1,ein_fild07,191,44
ein_fild10,24,331,0	warp	ein007	1,1,ein_fild09,327,346
ein_fild09,329,346,0	warp	ein007a	1,1,ein_fild10,26,331
ein_fild09,34,132,0	warp	ein008	1,1,ein_fild08,361,128
ein_fild08,363,128,0	warp	ein008a	1,1,ein_fild09,36,132

//Einbroch Field <-> Lighthalzen Field
einbech,62,29,0	warp	ein_fd03	1,1,ein_fild09,74,350
ein_fild09,71,352,0	warp	ein_fd03a	1,1,einbech,62,32

ein_fild04,20,251,0	warp	ein046	1,1,ein_fild03,361,257
ein_fild03,363,257,0	warp	ein046a	1,1,ein_fild04,22,251
ein_fild04,14,215,0	warp	ein047	1,1,ein_fild03,359,219
ein_fild03,361,219,0	warp	ein047a	1,1,ein_fild04,16,215
ein_fild04,14,205,0	warp	ein048	1,1,ein_fild03,359,204
ein_fild03,361,204,0	warp	ein048a	1,1,ein_fild04,16,205
ein_fild03,142,32,0	warp	ein049	1,1,lhz_fild02,166,365
lhz_fild02,166,367,0	warp	ein049a	1,1,ein_fild03,142,34
lhz_fild02,164,37,0	warp	ein050	1,1,lhz_fild03,158,347
lhz_fild03,158,349,0	warp	ein050a	1,1,lhz_fild02,164,39
lhz_fild03,363,283,0	warp	ein051	1,1,ein_fild08,25,275
ein_fild08,23,275,0	warp	ein051a	1,1,lhz_fild03,361,283

gefenia01,37,103,0	warp	gefeniawarp014	1,1,gefenia04,283,95
gefenia01,199,269,0	warp	gefeniawarp001	1,1,gefenia02,203,34
gefenia01,220,256,0	warp	gefeniawarp003	1,1,gefenia02,240,23
gefenia02,17,175,0	warp	gefeniawarp005	1,1,gefenia03,266,168
gefenia02,19,237,0	warp	gefeniawarp007	1,1,gefenia03,264,236
gefenia02,203,31,0	warp	gefeniawarp002	1,1,gefenia01,199,266
gefenia02,240,20,0	warp	gefeniawarp004	1,1,gefenia01,223,256
gefenia03,58,26,0	warp	gefeniawarp011	1,1,gefenia04,33,270
gefenia03,145,27,0	warp	gefeniawarp009	1,1,gefenia04,130,272
gefenia03,267,236,0	warp	gefeniawarp008	1,1,gefenia02,22,237
gefenia03,269,168,0	warp	gefeniawarp006	1,1,gefenia02,20,175
gefenia04,130,275,0	warp	gefeniawarp010	1,1,gefenia03,145,30
gefenia04,33,273,0	warp	gefeniawarp012	1,1,gefenia03,58,29
gefenia04,287,95,0	warp	gefeniawarp013	1,1,gefenia01,40,103

//= Geffen Field Warps =======================================
gef_fild00,267,382,0	warp	gef007	4,2,mjolnir_06,265,32
gef_fild00,381,137,0	warp	gef008	3,9,prt_fild00,24,125
gef_fild00,40,199,0	warp	gef009	2,7,geffen,213,119
gef_fild01,382,111,0	warp	gef010	2,9,prt_fild04,20,114
gef_fild01,16,102,0	warp	geff01	2,4,gef_fild09,368,92
gef_fild01,69,17,0	warp	geff02	4,2,gef_fild03,66,379
gef_fild02,380,156,0	warp	gef011	3,7,prt_fild07,21,143
gef_fild02,380,289,0	warp	gef012	3,12,prt_fild07,18,289
gef_fild02,380,68,0	warp	gef013	3,10,prt_fild07,17,64
gef_fild02,266,18,0	warp	gef026	5,2,prt_fild10,227,296
gef_fild02,14,78,0	warp	geff03	2,4,gef_fild03,379,77
gef_fild02,16,275,0	warp	geff04	2,4,gef_fild03,379,277
gef_fild03,312,16,0	warp	gef014	5,2,prt_fild11,302,298
gef_fild03,66,382,0	warp	geff02-1	4,2,gef_fild01,69,20
gef_fild03,382,77,0	warp	geff03-1	2,4,gef_fild02,17,78
gef_fild03,382,277,0	warp	geff04-1	2,4,gef_fild02,19,275
gef_fild03,18,52,0	warp	geff05	2,4,gef_fild10,367,56
gef_fild04,187,39,0	warp	gef015	4,2,geffen,119,210
gef_fild04,261,362,0	warp	gef016	4,2,mjolnir_01,284,21
gef_fild04,362,322,0	warp	gef017	2,4,mjolnir_06,21,331
gef_fild04,16,309,0	warp	geff06	2,6,gef_fild05,361,309
gef_fild05,364,309,0	warp	geff06-1	2,8,gef_fild04,19,309
gef_fild05,15,201,0	warp	geff07	2,4,gef_fild06,379,211
gef_fild05,64,15,0	warp	geff08	4,2,gef_fild07,64,360
gef_fild06,382,211,0	warp	geff07-1	2,4,gef_fild05,18,201
gef_fild06,218,17,0	warp	geff09	4,2,gef_fild08,200,352
gef_fild07,339,187,0	warp	gef025	2,4,geffen,29,119
gef_fild07,64,363,0	warp	geff08-1	4,2,gef_fild05,64,18
gef_fild07,18,191,0	warp	geff10	2,4,gef_fild08,357,187
gef_fild07,40,19,0	warp	geff13	1,1,gef_fild13,41,369
gef_fild08,200,355,0	warp	geff09-1	4,2,gef_fild06,218,20
gef_fild08,360,187,0	warp	geff10-1	2,4,gef_fild07,21,191
gef_fild08,215,18,0	warp	geff14	1,1,gef_fild12,221,369
gef_fild09,23,56,0	warp	geff18-1	1,1,gef_fild13,376,56
gef_fild09,225,25,0	warp	geff11	3,2,gef_fild10,251,368
gef_fild09,368,95,0	warp	geff01-1	4,2,gef_fild01,19,102
gef_fild10,251,371,0	warp	geff11-1	5,2,gef_fild09,225,28
gef_fild10,104,21,0	warp	geff12	5,2,gef_fild11,114,360
gef_fild10,370,56,0	warp	geff05-1	2,5,gef_fild03,21,52
gef_fild10,136,331,0	warp	gef018	1,1,in_orcs01,122,171
gef_fild10,138,284,0	warp	gef019	1,1,in_orcs01,29,114
gef_fild10,215,51,0	warp	gef020	1,1,in_orcs01,162,53
gef_fild10,223,205,0	warp	gef021	1,1,in_orcs01,108,89
gef_fild10,63,337,0	warp	gef022	1,1,in_orcs01,30,157
gef_fild10,27,219,0	warp	geff19-1	1,1,gef_fild14,367,219
gef_fild11,377,293,0	warp	gef023	2,4,prt_fild11,20,281
gef_fild11,111,364,0	warp	geff12-1	6,3,gef_fild10,104,24
gef_fild12,221,374,0	warp	geff14-1	1,1,gef_fild08,215,25
gef_fild12,368,180,0	warp	geff15	1,1,gef_fild13,29,202
gef_fild12,372,50,0	warp	geff16	1,1,gef_fild13,29,59
gef_fild13,200,25,0	warp	geff17	1,1,gef_fild14,180,357
gef_fild13,25,202,0	warp	geff15-1	1,1,gef_fild12,364,180
gef_fild13,26,59,0	warp	geff16-1	1,1,gef_fild12,370,50
gef_fild13,380,56,0	warp	geff18	1,1,gef_fild09,27,56
gef_fild13,41,373,0	warp	geff13-1	1,1,gef_fild07,40,23
gef_fild14,180,360,0	warp	geff17-1	1,1,gef_fild13,200,29
gef_fild14,371,219,0	warp	geff19	1,1,gef_fild10,31,219

//Glastheim
gef_fild06,20,304,0	warp	gef027	3,3,glast_01,370,304
gl_cas01,135,40,0	warp	gl01	1,1,gl_cas01,144,314
gl_cas01,149,314,0	warp	gl02	1,1,gl_prison,14,70
gl_cas01,167,191,0	warp	gl03	1,1,gl_prison,14,70
gl_cas01,185,236,0	warp	gl06	1,1,gl_cas01,163,191
gl_cas01,200,165,0	warp	gl10a	1,1,gl_cas02,104,25
gl_cas01,200,18,0	warp	gl7-1	2,2,glast_01,200,294
gl_cas01,215,236,0	warp	gl07	1,1,gl_cas01,238,192
gl_cas01,234,192,0	warp	gl04	1,1,gl_prison,14,70
gl_cas01,371,301,0	warp	gl05	1,1,gl_prison,14,70
gl_cas01,372,39,0	warp	gl08	1,1,gl_cas01,367,301
gl_cas02,104,15,0	warp	gl10-1	1,1,gl_cas01,200,160
gl_cas02,104,193,0	warp	gl8-1	1,1,glast_01,199,325
gl_church,156,4,0	warp	gl9-1	1,1,glast_01,200,134
gl_church,16,299,0	warp	gl11a	1,1,gl_chyard,147,284
gl_church,301,46,0	warp	gl12	1,1,gl_chyard,147,15
gl_chyard,12,149,0	warp	gl22	1,1,gl_sew02,29,270
gl_chyard,147,12,0	warp	gl12-1	1,1,gl_church,295,46
gl_chyard,147,287,0	warp	gl11-1	1,1,gl_church,16,295
gl_dun01,133,277,0	warp	gl25-1	1,1,gl_sew04,101,78
gl_dun01,225,18,0	warp	gl13	1,1,gl_dun02,224,274
gl_dun02,224,277,0	warp	gl13-1	1,1,gl_dun01,225,22
gl_in01,106,125,0	warp	gl5-1	1,1,glast_01,219,357
gl_in01,118,59,0	warp	gl6-1	1,1,glast_01,234,330
gl_in01,81,68,0	warp	gl3-1	1,1,glast_01,165,330
gl_in01,83,174,0	warp	gl4-1	1,1,glast_01,181,357
gl_knt01,104,204,0	warp	gl15	1,1,gl_knt01,123,292
gl_knt01,12,148,0	warp	gl14	1,1,gl_knt02,15,140
gl_knt01,128,292,0	warp	gl15-1	1,1,gl_knt01,104,199
gl_knt01,150,291,0	warp	gl16	1,1,gl_knt02,157,287
gl_knt01,150,6,0	warp	gl2-1	2,2,glast_01,74,193
gl_knt01,231,197,0	warp	gl24-1	1,1,gl_sew02,296,22
gl_knt01,287,144,0	warp	gl17	1,1,gl_knt02,283,140
gl_knt02,10,138,0	warp	gl14-1	1,1,gl_knt01,7,148
gl_knt02,157,292,0	warp	gl16-1	1,1,gl_knt01,150,286
gl_knt02,289,138,0	warp	gl17-1	1,1,gl_knt01,292,144
gl_prison,149,183,0	warp	gl18-1	1,1,gl_prison1,150,14
gl_prison1,150,10,0	warp	gl18	1,1,gl_prison,149,178
gl_prison1,62,187,0	warp	gl10	1,1,gl_sew01,258,255
gl_sew01,19,21,0	warp	gl19	1,1,gl_sew02,108,291
gl_sew01,258,258,0	warp	gl09	1,1,gl_prison1,61,183
gl_sew02,109,294,0	warp	gl19-1	1,1,gl_sew01,19,24
gl_sew02,16,26,0	warp	gl11	1,1,gl_prison1,61,183
gl_sew02,290,156,0	warp	gl23	1,1,gl_step,117,124
gl_sew02,296,18,0	warp	gl24	1,1,gl_knt01,231,192
gl_sew02,299,294,0	warp	gl20	1,1,gl_sew03,171,283
gl_sew02,30,273,0	warp	gl22-1	1,1,gl_chyard,15,149
gl_sew03,171,286,0	warp	gl20-1	1,1,gl_sew02,295,294
gl_sew03,64,10,0	warp	gl21	1,1,gl_sew04,68,277
gl_sew04,104,78,0	warp	gl25	1,1,gl_dun01,133,271
gl_sew04,68,280,0	warp	gl21-1	1,1,gl_sew03,64,13
gl_step,120,124,0	warp	gl23-1	1,1,gl_sew02,285,158
gl_step,8,7,0	warp	gl1-1	1,1,glast_01,54,108
glast_01,162,330,0	warp	gl3	1,1,gl_in01,77,68
glast_01,179,360,0	warp	gl4	1,1,gl_in01,80,174
glast_01,199,322,0	warp	gl8	1,1,gl_cas02,104,189
glast_01,200,137,0	warp	gl9	1,1,gl_church,156,7
glast_01,200,297,0	warp	gl7	1,1,gl_cas01,199,29
glast_01,220,360,0	warp	gl5	1,1,gl_in01,110,125
glast_01,237,330,0	warp	gl6	1,1,gl_in01,122,59
glast_01,377,304,0	warp	glst001	3,3,gef_fild06,27,304
glast_01,51,108,0	warp	gl1	1,1,gl_step,12,7
glast_01,77,193,0	warp	gl2	1,1,gl_knt01,150,15

//= Hugel Field ==============================================
ein_fild04,343,293,0	warp	hugel001	1,1,ein_fild05,80,294
ein_fild05,76,294,0	warp	hugel001a	1,1,ein_fild04,336,292
ein_fild05,376,183,0	warp	hugel002	1,1,ein_fild06,47,166
ein_fild06,42,171,0	warp	hugel002a	1,1,ein_fild05,371,183
ein_fild02,357,251,0	warp	hugel003-1	1,1,yuno_fild04,38,280
yuno_fild04,33,279,0	warp	hugel003a-1	1,1,ein_fild02,350,250
ein_fild01,349,369,0	warp	hugel003	1,1,yuno_fild05,43,346
yuno_fild05,41,350,0	warp	hugel003a	1,1,ein_fild01,345,367
ein_fild01,106,34,0	warp	hugel004	1,1,ein_fild02,109,358
ein_fild02,108,364,0	warp	hugel004a	1,1,ein_fild01,106,40
ein_fild01,234,34,0	warp	hugel005	1,1,ein_fild02,258,343
ein_fild02,257,350,0	warp	hugel005a	1,1,ein_fild01,231,40
ein_fild02,170,29,0	warp	hugel006	1,1,ein_fild05,172,366
ein_fild05,172,371,0	warp	hugel006a	1,1,ein_fild02,170,37
hu_fild01,366,185,0	warp	hugel007	1,1,hu_fild02,22,168
hu_fild02,17,168,0	warp	hugel007a	1,1,hu_fild01,361,189
hu_fild04,47,372,0	warp	hugel008	1,1,hu_fild02,40,27
hu_fild02,40,22,0	warp	hugel008a	1,1,hu_fild04,48,368
hu_fild04,294,379,0	warp	hugel009	1,1,hu_fild02,280,31
hu_fild02,283,28,0	warp	hugel009a	1,1,hu_fild04,289,376
hu_fild05,284,356,0	warp	hugel010	1,1,hu_fild03,288,26
hu_fild03,288,19,0	warp	hugel010a	1,1,hu_fild05,276,346
hu_fild05,353,126,0	warp	hugel011	1,1,hu_fild06,34,119
hu_fild06,28,119,0	warp	hugel011a	1,1,hu_fild05,347,130
hu_fild02,374,339,0	warp	hugel012	1,1,hu_fild03,24,337
hu_fild03,20,338,0	warp	hugel012a	1,1,hu_fild02,370,339
hu_fild02,378,162,0	warp	hugel013	1,1,hu_fild03,30,163
hu_fild03,25,163,0	warp	hugel013a	1,1,hu_fild02,373,160
yuno_fild09,377,184,0	warp	hugel014	1,1,yuno_fild10,44,183
yuno_fild10,39,183,0	warp	hugel014a	1,1,yuno_fild09,371,184

jawaii_in,90,78,0	warp	jawaiiwarp001	1,1,jawaii,115,172
jawaii_in,113,61,0	warp	jawaiiwarp002	1,1,jawaii,138,202
jawaii_in,133,107,0	warp	jawaiiwarp003	1,1,jawaii,111,199
jawaii_in,88,117,0	warp	jawaiiwarp004	1,1,jawaii,109,186
jawaii,192,215,0	warp	jawaiiwarp005	1,1,jawaii_in,28,94

lhz_fild01,210,18,0	warp	lhz043-1	1,1,lighthalzen,214,324
lighthalzen,214,329,0	warp	lhz043a-1	1,1,lhz_fild01,210,23

lhz_fild01,367,222,0	warp	lhz044-1	1,1,lhz_fild02,36,221
lhz_fild02,29,219,0	warp	lhz044a-1	1,1,lhz_fild01,361,222

xmas_fild01,69,252,0	warp	xmas_fild1-1	10,2,xmas,149,44
xmas_fild01,90,252,0	warp	xmax_fild1-2	10,2,xmas,149,44
xmas_fild01,84,48,0	warp	xmas_fild2	10,2,aldebaran,140,234

//= Sograt Dessert ===========================================
moc_fild01,101,16,0	warp	mocf01-1	15,3,moc_fild04,317,376
moc_fild01,22,242,0	warp	mocf005	2,2,prt_fild09,380,237
moc_fild01,239,382,0	warp	mocf006	12,1,prt_fild08,233,20
moc_fild01,301,16,0	warp	mocf02	10,1,moc_fild02,77,338
moc_fild01,321,16,0	warp	mocf02-1	10,1,moc_fild02,77,338
moc_fild01,341,16,0	warp	mocf02-2	10,1,moc_fild02,77,338
moc_fild01,379,162,0	warp	mocf011	2,12,pay_fild04,20,165
moc_fild01,56,384,0	warp	moc007a	3,2,prt_fild08,54,24
moc_fild01,68,16,0	warp	mocf01	15,3,moc_fild04,317,376
moc_fild02,228,29,0	warp	mocf03	4,2,moc_fild13,298,367
moc_fild02,332,19,0	warp	mocf04	5,3,moc_fild03,70,336
moc_fild02,350,339,0	warp	mocf012	6,2,pay_fild04,194,20
moc_fild02,67,342,0	warp	mocf02-3	11,3,moc_fild01,315,25
moc_fild02,71,18,0	warp	mocf05	4,2,moc_fild13,146,365
moc_fild02,92,342,0	warp	mocf02-4	11,3,moc_fild01,315,25
moc_fild03,17,37,0	warp	mocf06	2,4,moc_fild13,305,49
moc_fild03,179,16,0	warp	mocf013	4,2,pay_fild11,38,327
moc_fild03,303,170,0	warp	mocf014	2,7,pay_fild01,17,152
